0.734913636921,X1=1
1.51242942748,X1=2
1.47227047888,X1=3
2.12400624886,X1=4
1.74091136088,X1=5
2.37291153604,X1=6
2.87393967893,X1=7
2.63093017259,X1=8
2.60883263394,X1=9
2.74979286459,X1=10
2.9374069702,X1=11
2.93555435968,X1=12
3.0383184087,X1=13
3.14587588033,X1=14
3.60177300677,X1=15
3.0698496581,X1=16
3.46849383084,X1=17
3.21518827126,X1=18
3.73383608147,X1=19
3.58287764769,X1=20
3.75047017143,X1=21
3.63543686187,X1=22
3.66658287949,X1=23
3.84643342382,X1=24
3.63586463122,X1=25
3.86783599254,X1=26
3.74911780736,X1=27
3.73229070222,X1=28
4.07301225644,X1=29
3.88984355365,X1=30
4.18311612917,X1=31
4.31296999107,X1=32
3.57693502192,X1=33
4.25129764037,X1=34
4.04683748845,X1=35
4.16088642355,X1=36
4.76307807698,X1=37
3.95103262382,X1=38
4.57879426572,X1=39
4.19850350214,X1=40
4.27821484786,X1=41
4.39426429328,X1=42
4.50585940664,X1=43
4.63233887634,X1=44
4.21993732086,X1=45
4.61823491499,X1=46
4.10975299443,X1=47
4.39539922283,X1=48
4.72873614126,X1=49
4.7543329111,X1=50
