-0.399904986887,1
0.353532517785,2
1.07814998621,3
1.58590367881,4
2.21261241287,5
2.04291512558,6
2.38998171692,7
1.94455087435,8
2.83125170077,9
1.69585425044,10
2.14625228304,11
2.40764075726,12
2.92746411978,13
2.5404054799,14
2.51267191634,15
2.27781252288,16
2.86285493602,17
2.9236817161,18
2.35652016489,19
2.28424141015,20
2.84657605617,21
3.68916158551,22
3.52567191817,23
3.00344735086,24
3.2278743677,25
3.78690382283,26
4.02749947713,27
3.32449404191,28
3.70505520939,29
3.46999245837,30
3.09771705738,31
4.21061438509,32
3.39579287122,33
3.7783836799,34
3.48852629494,35
3.1504265369,36
2.83827638774,37
3.3859669418,38
3.36922093377,39
4.03014557988,40
4.52226498254,41
3.70535251458,42
3.61855545748,43
4.15440732215,44
3.91884224679,45
3.48893467222,46
4.06879600198,47
4.18096007761,48
4.13946711241,49
3.68805740709,50
3.60932333178,51
4.12258469123,52
4.26740430717,53
3.93167084987,54
4.02465803835,55
3.39497167903,56
3.98651870984,57
4.42134128735,58
3.4494909344,59
4.07371474505,60
4.10287563093,61
4.47063361628,62
4.49969663485,63
3.93894540608,64
3.93272099765,65
5.09977993804,66
3.7933973322,67
4.11153423348,68
4.32880847141,69
4.39113207439,70
3.73458015821,71
3.76226003535,72
4.07754370076,73
4.81809556655,74
3.59497555699,75
4.83408747524,76
4.93443355247,77
5.11619328129,78
4.27904382975,79
4.75152990339,80
4.74527516381,81
4.62285088286,82
3.99000401841,83
4.65866745765,84
4.10574333584,85
4.69481947187,86
4.29034795848,87
3.77604629914,88
4.50068194793,89
4.85755534215,90
4.28775258727,91
4.34922754383,92
4.49800553576,93
5.1052315021,94
5.51299057489,95
3.90719274672,96
4.81728522308,97
4.32804424791,98
4.23501482168,99
3.909211894,100
