-0.655880706148,X1=0.611311938771,X2=1.26315247243,X3=0.535743839933
-0.695426871101,X1=0.36199866148,X2=1.06344747398,X3=0.697978939413
-0.00425726829495,X1=0.0171355875224,X2=1.79969804479,X3=0.267772040742
-0.117350017267,X1=-0.970077711849,X2=1.59353846937,X3=-0.112328558347
0.288648198955,X1=0.596220150952,X2=1.81492059159,X3=-0.49987182262
-0.383967766186,X1=-0.787803621322,X2=1.9535977328,X3=-0.668896397398
0.608519144751,X1=0.482937238989,X2=1.30159597047,X3=-0.677201046848
-0.0220141294063,X1=0.0290968474435,X2=1.66653840033,X3=0.698392346694
-0.377414323792,X1=-0.808998600965,X2=1.49800970549,X3=-0.377193385485
0.594098878928,X1=0.822666044146,X2=1.65371757694,X3=-0.604161611388
0.406725869802,X1=-0.579875304088,X2=1.12469005779,X3=0.312890364862
-0.0469740946849,X1=-0.0506911935311,X2=1.55950779661,X3=-0.755049940062
-1.05776827487,X1=-0.803035989228,X2=1.00224841914,X3=-0.476464837782
0.284700547396,X1=0.79966031932,X2=1.49571445157,X3=-0.244265843876
-0.0150652386433,X1=-0.151374238705,X2=1.788654789,X3=-0.107740921792
0.856809180554,X1=0.9727835668,X2=1.30249691808,X3=-0.449628565598
0.11981863981,X1=-0.188296717184,X2=1.73873069186,X3=0.653320983431
-0.112188945612,X1=0.164126933951,X2=1.71168926772,X3=0.656616400295
0.117752134827,X1=-0.0853531618314,X2=1.4276893342,X3=0.945336576642
-0.144818122254,X1=0.807021948369,X2=1.97135647991,X3=0.213699183955
0.397990690106,X1=-0.538705398582,X2=1.817325661,X3=0.857142664509
-1.2160963628,X1=-0.87913404638,X2=1.2195855849,X3=-0.746123172855
-1.98483168484,X1=0.947278369744,X2=1.18991679124,X3=0.895235222433
0.305910246462,X1=0.675543386056,X2=1.95686454074,X3=-0.538969988242
-0.285079555123,X1=-0.937428096572,X2=1.59758328041,X3=-0.282975656464
0.201339588199,X1=-0.128833942585,X2=1.12505314095,X3=0.66785648602
-0.202157233819,X1=-0.52788793202,X2=1.58458635305,X3=-0.337442184445
0.467235656886,X1=0.413543250451,X2=1.08085220809,X3=-0.421778591454
-0.222654110239,X1=-0.307341916434,X2=1.43522932951,X3=-0.512716095515
-0.0672879459622,X1=0.227986206974,X2=1.25549045264,X3=0.151536880763
0.445480637466,X1=-0.627531072451,X2=1.67860758379,X3=0.70860316528
-0.0374008159042,X1=-0.992756336895,X2=1.09433409567,X3=-0.0165319322407
-0.103097697721,X1=-0.158045718152,X2=1.10180991448,X3=-0.268144252948
-0.816252520378,X1=-0.574840919827,X2=1.06817481482,X3=-0.571102571828
-0.394020428364,X1=-0.719649949912,X2=1.92542375705,X3=-0.725286243883
-1.43008806297,X1=0.968931464838,X2=1.48312204267,X3=0.977330348297
-0.449605899375,X1=-0.522156303982,X2=1.7687621834,X3=-0.94483039996
0.866882909606,X1=0.38789958735,X2=1.14776270125,X3=-0.94328381438
-0.160017337018,X1=0.785312276411,X2=1.47892866001,X3=0.136892126422
-0.00314388183656,X1=0.0100202836654,X2=1.95322346483,X3=0.398596440528
0.290623939871,X1=-0.670654487401,X2=1.93634486329,X3=0.577920060583
0.201928298812,X1=-0.273423318092,X2=1.92658474093,X3=0.93871076555
-0.480279564072,X1=-0.804812391107,X2=1.86798219621,X3=-0.749964824976
