0.923327789303,1
2.03962390255,2
1.56514097066,3
2.05401306928,4
2.09748405071,5
2.5041431098,6
2.49001142125,7
2.75298468875,8
3.03041504703,9
2.76472203154,10
3.23481790585,11
3.22320014916,12
3.45404302106,13
3.37738524575,14
3.23311515056,15
3.3598626536,16
3.81501430364,17
3.51034810401,18
3.56685057632,19
3.54095351391,20
3.8241340332,21
3.8903916848,22
3.72575834796,23
3.40332237073,24
3.79634438401,25
3.74217656357,26
4.08612188329,27
3.83876448145,28
3.93164286381,29
4.04193547757,30
4.0265255444,31
4.24362269295,32
4.23663392389,33
3.75788517614,34
4.0983746954,35
4.21987133401,36
4.60171059035,37
4.38782384625,38
4.1893582825,39
3.98093831263,40
4.54187320861,41
4.22104796825,42
4.25672252395,43
4.31061876306,44
4.26090428355,45
4.68648543552,46
4.33204330696,47
4.29263651558,48
4.7102189967,49
4.83330530417,50
