0.620745931379,X1=0.688883991062,X2=2.49472137394
0.137617016403,X1=1.56561850409,X2=3.66711442159
0.569004152409,X1=0.459321400349,X2=2.36140019241
0.479459311584,X1=1.48256724564,X2=3.16070439883
-0.0208885749,X1=3.28296726334,X2=2.48589602676
0.00537395043774,X1=2.36106423603,X2=0.585052857479
0.247159997709,X1=0.377659465104,X2=0.99167137974
0.207073445722,X1=2.10724112554,X2=2.06806415876
0.409710188102,X1=0.601477797267,X2=3.52566739236
0.0114973566592,X1=3.27524090944,X2=3.97365925715
0.102398211764,X1=2.13679684915,X2=1.65791451728
0.398021922247,X1=0.570357683328,X2=1.549270019
0.692842932324,X1=1.18847121487,X2=2.06898236393
-0.0568253923495,X1=3.76952467107,X2=2.92506538952
0.363607698873,X1=1.83198652406,X2=1.85162109603
0.43785040887,X1=0.524309429374,X2=1.53737375959
0.162101003563,X1=1.49619656536,X2=0.45023023432
0.369911194377,X1=1.55198005945,X2=1.76677266173
0.0262626725234,X1=3.59575756252,X2=3.55165729498
-0.0967036650245,X1=3.3873755373,X2=3.42931410397
0.145874831568,X1=3.73068807844,X2=2.79539995436
0.157832088778,X1=0.413246679378,X2=1.29152475294
0.283654277035,X1=1.98801668435,X2=2.85551862597
0.434220795421,X1=0.753720435117,X2=1.55710745791
0.265307000354,X1=2.11170227458,X2=2.8101508134
0.104927226391,X1=2.14018908738,X2=1.73547969807
0.108461763402,X1=0.55711110106,X2=0.317825065851
0.29860404487,X1=2.06291774,X2=2.48723553588
-0.0437766870685,X1=2.82537029761,X2=3.95221187932
0.921991018608,X1=1.00079977002,X2=2.72018693477
0.0874610389776,X1=3.84457091201,X2=2.20659069145
-0.0493753769167,X1=3.36144658656,X2=1.23149511079
0.151294590142,X1=2.18815281062,X2=3.26895612291
0.342550157402,X1=1.37155499636,X2=3.46531753601
0.205655596455,X1=1.2568562092,X2=0.317550294711
0.0436052789006,X1=3.4195266376,X2=0.349355798349
0.501682179981,X1=1.12689872292,X2=3.5626888913
0.0654731925333,X1=2.79248709973,X2=1.45018831966
0.7031551863,X1=0.71050972836,X2=2.11268011826
-0.0181021313225,X1=3.51506074855,X2=1.57248521392
0.791776159322,X1=1.28606008287,X2=2.78669350018
-0.0539218854494,X1=3.99801772982,X2=1.70443387208
-0.00743375044565,X1=3.81540839712,X2=3.71083434361
-0.027485679306,X1=2.61806110856,X2=1.36033814434
-0.0124218274464,X1=3.19645090624,X2=2.66655909263
0.0469301821475,X1=1.58419751428,X2=0.471203677822
0.253596092213,X1=1.72913518825,X2=3.60373755761
0.123175555041,X1=2.77544630989,X2=3.47168299603
0.406858100896,X1=0.481142281421,X2=2.10103287137
0.135073958654,X1=3.76031605215,X2=1.57234431493
0.307271600443,X1=1.23508921062,X2=1.47016338801
-0.153895346589,X1=3.55669607434,X2=2.19975258777
0.589221838828,X1=1.22128663538,X2=1.63637791825
0.182162251101,X1=2.58857591802,X2=3.17681943217
0.573623797108,X1=0.554410127974,X2=2.05006413989
-0.021146761469,X1=3.63439723375,X2=0.978045127964
0.520112352338,X1=0.751094279328,X2=3.46353520386
0.223772600556,X1=1.99158098158,X2=1.64299738712
0.631912159114,X1=1.54604935905,X2=2.53762023836
-0.0674412858349,X1=3.31436984545,X2=0.678217893731
0.214136810463,X1=2.0829162646,X2=1.73726729849
0.204987936874,X1=1.06459237669,X2=0.946043271935
0.471747850312,X1=0.49671430925,X2=1.71006742677
-0.138119143801,X1=2.89832167222,X2=2.92801633976
0.129264884744,X1=2.39092210465,X2=3.53149642045
0.0963776218311,X1=2.72051266882,X2=1.69390984855
0.592070562117,X1=0.58110520244,X2=1.88180950076
0.126568261141,X1=2.4537584163,X2=2.48734535445
0.21390958074,X1=1.23034152614,X2=0.819368024028
0.495124093255,X1=0.933185765188,X2=3.56665556693
0.0784228628297,X1=3.4516427993,X2=1.3095835886
0.383022358195,X1=1.21856146546,X2=1.38923441603
0.635088930305,X1=0.783995078201,X2=3.03672615754
-0.143971658469,X1=3.07806066311,X2=3.66380793704
0.4468362763,X1=1.70432733132,X2=2.78833541873
0.102762387706,X1=1.46471168311,X2=0.620930642931
0.0725177324755,X1=3.33893011394,X2=2.19002492823
0.0804340007188,X1=2.33858634129,X2=2.78821150438
0.0189169385204,X1=3.60655124526,X2=2.75311354538
0.0288364632403,X1=3.04075038967,X2=3.47609551787
0.128654852488,X1=0.35683769487,X2=3.4920981935
0.502073835597,X1=0.996686183464,X2=1.46791423129
0.485816033613,X1=1.19332405505,X2=1.42440030868
0.0339010117865,X1=3.49293522448,X2=2.91382301669
0.329685956413,X1=1.96512596747,X2=2.63549768718
0.134962296317,X1=2.48917050117,X2=3.02058574621
0.0152295562999,X1=3.04414754388,X2=3.31072413344
0.0297084688283,X1=2.30443318842,X2=2.19167668643
0.0867143972275,X1=3.01326416557,X2=1.85568022181
0.146196966803,X1=2.47357481107,X2=0.540192092515
-0.0525222556556,X1=2.97252691547,X2=1.21192201914
0.267080575809,X1=0.781562713839,X2=3.79463124202
0.739287016873,X1=0.673746267634,X2=2.44366390763
0.57143059291,X1=1.65583611738,X2=2.25530449812
0.0159069186058,X1=3.26349304532,X2=1.61775561044
0.305167160206,X1=1.51264160137,X2=3.70598739837
-0.0687908486381,X1=3.14522142146,X2=2.99667827971
0.0534274456152,X1=3.56805773617,X2=2.82592139078
0.00676781136803,X1=2.93200008256,X2=0.303088020407
0.109167282484,X1=2.03444057151,X2=0.423997642401
