-0.0134003645456,X1=1
0.978399677121,X1=2
1.3293363417,X1=3
1.22452991019,X1=4
1.71024420009,X1=5
1.55325399458,X1=6
2.20601603855,X1=7
2.04964046253,X1=8
2.02479936383,X1=9
2.34909402132,X1=10
2.08324498245,X1=11
2.60810101218,X1=12
2.27269413529,X1=13
2.65403520305,X1=14
2.94953687112,X1=15
2.73089728332,X1=16
2.95209145385,X1=17
3.01378565633,X1=18
2.6836192418,X1=19
2.81707779963,X1=20
3.20263233509,X1=21
2.99645206364,X1=22
2.69895532453,X1=23
3.04090492728,X1=24
3.04296489344,X1=25
3.44329709123,X1=26
3.52444856997,X1=27
3.71727229144,X1=28
3.49338016959,X1=29
3.36413194903,X1=30
3.04775254314,X1=31
3.55301762482,X1=32
3.39743993559,X1=33
3.17650911573,X1=34
3.27210329403,X1=35
3.58499973455,X1=36
3.07025398228,X1=37
3.54135030915,X1=38
3.73605245266,X1=39
3.59100257362,X1=40
3.00232936801,X1=41
3.5584560433,X1=42
3.73265686197,X1=43
3.98500124028,X1=44
3.86448356556,X1=45
3.64601292364,X1=46
4.045871834,X1=47
3.84097371271,X1=48
3.77589121477,X1=49
4.03836623288,X1=50
3.97921325103,X1=51
4.01920686447,X1=52
3.72468135346,X1=53
3.49168490298,X1=54
4.22385149382,X1=55
3.96879000438,X1=56
4.05282535101,X1=57
3.91507168547,X1=58
3.93800043226,X1=59
4.36800603606,X1=60
4.55485043836,X1=61
4.11683378187,X1=62
4.24244652525,X1=63
4.28929794575,X1=64
4.12337104328,X1=65
3.89782571721,X1=66
4.5243219554,X1=67
4.00781329516,X1=68
4.28996603011,X1=69
4.30000520781,X1=70
4.13968830102,X1=71
4.2452188802,X1=72
4.38671797161,X1=73
4.26981764932,X1=74
4.26621892253,X1=75
4.27042914931,X1=76
4.72708187295,X1=77
3.96830271436,X1=78
4.03649092434,X1=79
3.80871262288,X1=80
4.32268933549,X1=81
4.53061424905,X1=82
4.54623713306,X1=83
4.40747461372,X1=84
4.58875575423,X1=85
4.74252109763,X1=86
4.35321849944,X1=87
4.65887641948,X1=88
4.38548434678,X1=89
4.58455958919,X1=90
5.07339184647,X1=91
4.47797032317,X1=92
4.26367067333,X1=93
4.71582340602,X1=94
4.60894566295,X1=95
4.74859726067,X1=96
4.91196188783,X1=97
4.85959592625,X1=98
4.78401825927,X1=99
4.73163457623,X1=100
