21.7651990573,X1=0.655932391865,X2=5.53056061401,X3=1.69312854597,X4=1.96624485116,X5=0.996646613094
16.5360122804,X1=1.99766027692,X2=0.896320655054,X3=4.23585431094,X4=2.85085526882,X5=0.12927509597
22.0838944373,X1=6.04933314387,X2=4.98798434701,X3=4.72576414186,X4=3.21959293528,X5=1.14488971135
26.5024452226,X1=0.447777051315,X2=3.44715502492,X3=1.85882894963,X4=5.88290011685,X5=0.258517914215
18.8833225187,X1=4.78673683881,X2=2.94277523237,X3=1.61675020673,X4=5.81884228944,X5=1.26796959548
22.6452876336,X1=5.81662773556,X2=0.595426240632,X3=2.25868685531,X4=4.07793314559,X5=5.20151055155
12.3930823656,X1=2.94510455059,X2=2.59711747927,X3=2.52222459576,X4=0.160619601894,X5=4.55527734389
30.3106410948,X1=1.25875444801,X2=5.1650560515,X3=5.46470713377,X4=0.423294756364,X5=0.186947970556
15.7086028106,X1=5.03542589354,X2=3.83138046496,X3=3.29770755831,X4=5.82031408532,X5=3.27702200332
11.3617294125,X1=1.97641303992,X2=2.66501953556,X3=1.84058997406,X4=4.21865729843,X5=0.465426351001
17.3284279647,X1=5.85990371381,X2=1.57675438673,X3=2.26272446551,X4=0.951804222825,X5=3.37691445605
7.03491376348,X1=3.10396039526,X2=4.18148616714,X3=3.67938483281,X4=3.72495645063,X5=4.63800940435
18.855135121,X1=1.30610115233,X2=2.47350465403,X3=0.152191607355,X4=5.49383046106,X5=2.44264534225
26.122865921,X1=6.01926687975,X2=1.88043907297,X3=5.90184212089,X4=4.50957025195,X5=1.30348644608
11.8792802055,X1=2.20717168658,X2=0.73472726906,X3=2.12392362381,X4=1.25786725351,X5=2.05782633608
11.6309964078,X1=2.86908464148,X2=1.04047826214,X3=4.72518235597,X4=2.10478118303,X5=1.3615095506
16.7878029575,X1=4.53445168057,X2=0.157715960165,X3=3.37087965485,X4=4.11990586723,X5=1.18163022929
19.9820742876,X1=4.80066301505,X2=3.09676609785,X3=5.82598044077,X4=0.547696077618,X5=2.1399914268
26.3443200358,X1=0.904290867978,X2=0.176287054394,X3=5.01871385527,X4=1.29716791858,X5=0.601189032159
13.8997585973,X1=5.02127724123,X2=2.36683538494,X3=0.470825919275,X4=3.49338980482,X5=4.02131034809
10.135442787,X1=3.84239590024,X2=1.16270569845,X3=3.42743758682,X4=1.80862198746,X5=4.72135917974
18.3835268144,X1=1.05499734062,X2=5.3362373736,X3=3.6306163742,X4=2.74303231843,X5=0.484785110972
19.8819225394,X1=5.29161603023,X2=3.95415070114,X3=5.20582709859,X4=0.706247501094,X5=4.05130533873
30.2325342916,X1=0.404933565888,X2=0.121001355073,X3=1.01342692743,X4=1.06466877262,X5=0.558946771442
10.2315272727,X1=4.08335770437,X2=4.71027977919,X3=3.14981832553,X4=3.9535741441,X5=1.30897089637
30.7457838904,X1=6.01830304819,X2=0.96283084094,X3=5.57934092672,X4=5.96541133503,X5=2.90429501661
29.6603716958,X1=0.628693507213,X2=3.82953376335,X3=5.39943289523,X4=0.190076501989,X5=0.297437400444
23.3518554821,X1=1.56145287423,X2=5.76521942144,X3=0.204114888231,X4=2.33333691347,X5=1.23442442388
14.4950117768,X1=6.04748115683,X2=2.97599020626,X3=3.46259164176,X4=3.55871877102,X5=1.58195701641
8.41658664438,X1=1.54998705111,X2=3.48354506491,X3=4.77323482733,X4=3.10439198727,X5=3.76382585287
10.4886729236,X1=3.5459110313,X2=0.517328767182,X3=2.45236377675,X4=2.28172299511,X5=1.66094815958
8.63962633368,X1=4.37580776493,X2=3.70368221179,X3=5.12247933784,X4=3.25216318057,X5=2.29910061819
